"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 22 17:16:26 GMT 2026","Fri May 22 17:16:27 GMT 2026","1777","tests.transformers.qwen3_omni_moe","test_processor","Qwen3_Omni_ProcessorTest","","","test_structured_kwargs_nested",""
"passed","Fri May 22 17:19:49 GMT 2026","Fri May 22 17:19:49 GMT 2026","2","tests.transformers.qwen3next","test_modeling","Qwen3NextModelTest","","","test_attention_outputs",""
"passed","Fri May 22 17:08:38 GMT 2026","Fri May 22 17:08:39 GMT 2026","926","tests.transformers.kimi_k25","test_processor","KimiK25ProcessorTest","","","test_get_num_vision_tokens","Tests general functionality of the helper used internally in vLLM"
"passed","Fri May 22 17:20:49 GMT 2026","Fri May 22 17:20:49 GMT 2026","0","tests.ai_edited_test.data","test_ai_data_collator","TestDataCollatorMixin","","","test_call_default_return_tensors","Test __call__ uses self.return_tensors when return_tensors is None."
"passed","Fri May 22 17:20:57 GMT 2026","Fri May 22 17:20:57 GMT 2026","1","tests.ai_edited_test.utils","test_ai_image_utils","TestBbox","","","test_is_cross_boundary",""
"passed","Fri May 22 17:20:55 GMT 2026","Fri May 22 17:20:55 GMT 2026","0","tests.ai_edited_test.transformers","test_ai_image_transforms","TestPad","","","test_constant_values",""
"passed","Fri May 22 17:14:57 GMT 2026","Fri May 22 17:14:57 GMT 2026","0","tests.transformers.qwen2_vl","test_vision_process","TestQwenVisionProcessing","","","test_smart_resize_with_constraints","Test smart_resize with min_pixels and max_pixels constraints."
"passed","Fri May 22 16:59:33 GMT 2026","Fri May 22 16:59:33 GMT 2026","1","tests.generation","test_logits_process","LogitsProcessorTest","","","test_hamming_diversity",""
"passed","Fri May 22 17:18:40 GMT 2026","Fri May 22 17:18:44 GMT 2026","3752","tests.transformers.qwen3_vl","test_processor","Qwen3VLProcessorTest","","","test_tokenizer_defaults_preserved_by_kwargs",""
"passed","Fri May 22 17:20:55 GMT 2026","Fri May 22 17:20:55 GMT 2026","0","tests.ai_edited_test.transformers","test_ai_linear_utils","TestLinearUtils","","","test_cpu_device_default",""
"passed","Fri May 22 17:20:54 GMT 2026","Fri May 22 17:20:54 GMT 2026","1","tests.ai_edited_test.trainer","test_ai_uc_utils","TestUnifiedCheckpointOption","","","test_master_weight_compatible","Test master_weight_compatible option."
"passed","Fri May 22 17:20:57 GMT 2026","Fri May 22 17:20:57 GMT 2026","1","tests.ai_edited_test.utils","test_ai_image_utils","TestPermute","","","test_single_sample_hwc_to_chw",""
"passed","Fri May 22 17:08:20 GMT 2026","Fri May 22 17:08:22 GMT 2026","2017","tests.transformers.glm_ocr","test_processor","Glm46VProcessorTest","","","test_tokenizer_defaults_preserved_by_kwargs",""
"passed","Fri May 22 17:20:56 GMT 2026","Fri May 22 17:20:56 GMT 2026","1","tests.ai_edited_test.utils","test_ai_download_common","TestCheckDiskSpace","","","test_sufficient_space_no_warning",""
"passed","Fri May 22 17:07:45 GMT 2026","Fri May 22 17:07:46 GMT 2026","1010","tests.transformers.glm_ocr","test_processor","Glm46VProcessorTest","","","test_doubly_passed_kwargs",""
"passed","Fri May 22 17:20:54 GMT 2026","Fri May 22 17:20:54 GMT 2026","1","tests.ai_edited_test.trainer","test_ai_uc_check_completion","TestCheckUnifiedCheckpoint","","","test_missing_index_file_raises","Test that missing index file raises exception."
"skipped","Fri May 22 17:20:56 GMT 2026","Fri May 22 17:20:56 GMT 2026","1","tests.ai_edited_test.utils","test_ai_ie_utils","TestPadImageData","","","test_empty_bytes_returns_zeros",""
"skipped","Fri May 22 16:59:35 GMT 2026","Fri May 22 16:59:35 GMT 2026","1","tests.generation","test_streamers","StreamerTester","","","test_text_streamer_decode_kwargs",""
"passed","Fri May 22 17:20:50 GMT 2026","Fri May 22 17:20:50 GMT 2026","1","tests.ai_edited_test.datasets","test_ai_mix_datasets","TestCreateDatasetInstance","","","test_create_concat",""
"passed","Fri May 22 17:06:57 GMT 2026","Fri May 22 17:06:59 GMT 2026","2858","tests.transformers.glm4v_moe","test_processor","Glm4vMoeProcessorTest","","","test_structured_kwargs_nested_from_dict_video",""
"passed","Fri May 22 17:02:24 GMT 2026","Fri May 22 17:02:24 GMT 2026","1","tests.transformers.ernie4_5","test_modeling","Ernie4_5ModelTest","","","test_model_attention_mask",""
"skipped","Fri May 22 17:20:56 GMT 2026","Fri May 22 17:20:56 GMT 2026","0","tests.ai_edited_test.utils","test_ai_aistudio_download","TestCleanToken","","","test_removes_newlines",""
"passed","Fri May 22 17:20:57 GMT 2026","Fri May 22 17:20:57 GMT 2026","1","tests.ai_edited_test.utils","test_ai_moe_hybrid_parallel","TestMoEHybridParallelClipGradInit","","","test_getattr_delegates_to_clip",""
"passed","Fri May 22 17:20:40 GMT 2026","Fri May 22 17:20:40 GMT 2026","0","tests.ai_edited_test.cli","test_ai_dpo_argument","TestDPOModelArgument","","","test_default_values",""
"passed","Fri May 22 17:03:28 GMT 2026","Fri May 22 17:03:28 GMT 2026","1","tests.transformers.glm4_moe","test_modeling","Glm4MoeModelTest","","","test_generate_without_input_ids",""
"passed","Fri May 22 17:20:53 GMT 2026","Fri May 22 17:20:53 GMT 2026","1","tests.ai_edited_test.nn","test_ai_sink_impl","TestFlashMaskSinkPyLayerForward","","","test_forward_with_causal_true","Test forward pass with causal=True."
"passed","Fri May 22 17:20:51 GMT 2026","Fri May 22 17:20:51 GMT 2026","1","tests.ai_edited_test.nn","test_ai_mlp","TestMLP","","","test_mlp_init_custom_sizes","MLP with custom hidden_size and intermediate_size."
"passed","Fri May 22 17:20:41 GMT 2026","Fri May 22 17:20:41 GMT 2026","1","tests.ai_edited_test.cli","test_ai_finetuning_args","TestFinetuningArgumentsComputeType","","","test_compute_type_wint4",""
"passed","Fri May 22 17:20:54 GMT 2026","Fri May 22 17:20:54 GMT 2026","1","tests.ai_edited_test.trainer","test_ai_zero_cost_ckpt","TestMd5","","","test_basic_md5","Test that md5 returns correct hash for a tensor."
"passed","Fri May 22 17:20:57 GMT 2026","Fri May 22 17:20:57 GMT 2026","0","tests.ai_edited_test.utils","test_ai_profiler","TestProfilerOptions","","","test_multiple_options",""
"passed","Fri May 22 17:20:55 GMT 2026","Fri May 22 17:20:55 GMT 2026","1","tests.ai_edited_test.transformers","test_ai_kto_criterion","TestKTOCriterionInit","","","test_init_with_explicit_kto_config",""
"passed","Fri May 22 17:20:57 GMT 2026","Fri May 22 17:20:57 GMT 2026","2","tests.ai_edited_test.utils","test_ai_optimizer","TestAdamWCustomIsDtypeFp16OrBf16","","","test_fp32_returns_false",""
"passed","Fri May 22 16:59:33 GMT 2026","Fri May 22 16:59:33 GMT 2026","1","tests.generation","test_logits_process","LogitsProcessorTest","","","test_no_repeat_ngram_dist_processor",""
"passed","Fri May 22 16:58:22 GMT 2026","Fri May 22 16:58:22 GMT 2026","1","tests.dataset","test_file_reader","TestDatasetFileReader","","","test_unsupported_extension_raises","A file with unsupported extension raises ValueError when iterated."
"passed","Fri May 22 17:20:55 GMT 2026","Fri May 22 17:20:55 GMT 2026","0","tests.ai_edited_test.transformers","test_ai_ernie4_5_moe_pp","TestParseArgs","","","test_tuple_two",""
"passed","Fri May 22 17:01:41 GMT 2026","Fri May 22 17:01:41 GMT 2026","456","tests.peft","test_lora","TestLoraModel","","","test_lora_get_merge_state_dict",""
"skipped","Fri May 22 17:09:18 GMT 2026","Fri May 22 17:09:18 GMT 2026","0","tests.transformers.llama","test_modeling","LlamaModelIntegrationTest","","","test_pretrained_save_and_load","test the pretrained model save and load with two different ways: url-file-name & model_state name

        eg: `bert-base-uncased.pdparams` and `model_state.pdparams`
        "
"passed","Fri May 22 17:19:58 GMT 2026","Fri May 22 17:20:02 GMT 2026","4151","tests.transformers.qwen3next","test_modeling","Qwen3NextModelTest","","","test_save_load",""
"passed","Fri May 22 17:11:32 GMT 2026","Fri May 22 17:11:38 GMT 2026","6859","tests.transformers.qwen2_5_vl","test_processor","Qwen2_5_VLProcessorTest","","","test_chat_template_save_loading",""
"passed","Fri May 22 17:20:39 GMT 2026","Fri May 22 17:20:39 GMT 2026","0","tests.ai_edited_test.cli","test_ai_convert_ckpt_sft","TestPaddleNameToHfNames","","","test_shared_expert_w2","Test shared expert w2 weight conversion."
"passed","Fri May 22 17:20:57 GMT 2026","Fri May 22 17:20:57 GMT 2026","1","tests.ai_edited_test.utils","test_ai_image_utils","TestBbox","","","test_from_points_invalid_width_raises",""
"passed","Fri May 22 17:04:39 GMT 2026","Fri May 22 17:04:42 GMT 2026","2535","tests.transformers.glm4v_moe","test_modeling","Glm4vMoeCompatibilityTest","","","test_Glm4vMoe_classes_from_local_dir_1_Glm4vMoeForConditionalGeneration",""
"passed","Fri May 22 17:20:52 GMT 2026","Fri May 22 17:20:52 GMT 2026","12","tests.ai_edited_test.nn","test_ai_moe_deepep_layer","TestModularMoELayer","","","test_num_experts_per_device_equals_num_experts_single_rank","Test that num_experts_per_device equals num_experts on single rank."
"passed","Fri May 22 17:20:53 GMT 2026","Fri May 22 17:20:53 GMT 2026","1","tests.ai_edited_test.quantization","test_ai_unified_checkpoint_quantization","TestUnifiedCheckpointQuantization","","","test_dequant_unified_optimizer_o0",""
"passed","Fri May 22 17:20:50 GMT 2026","Fri May 22 17:20:50 GMT 2026","1","tests.ai_edited_test.datasets","test_ai_tool_utils","TestGetToolUtils","","","test_get_nonexistent_tool",""
"passed","Fri May 22 17:20:49 GMT 2026","Fri May 22 17:20:49 GMT 2026","0","tests.ai_edited_test.cli","test_ai_tensorboard_callback","TestRewriteLogs","","","test_nested_eval_prefix","Test eval prefix that appears in key but not at start."
"passed","Fri May 22 17:20:54 GMT 2026","Fri May 22 17:20:54 GMT 2026","0","tests.ai_edited_test.transformers","test_ai_audio_utils","TestAudioUtils","","","test_spectrogram_negative_hop_length",""
"passed","Fri May 22 17:20:56 GMT 2026","Fri May 22 17:20:56 GMT 2026","1","tests.ai_edited_test.transformers","test_ai_minimax_m2_config","TestMiniMaxM2Config","","","test_default_config",""
"passed","Fri May 22 17:03:41 GMT 2026","Fri May 22 17:03:42 GMT 2026","1439","tests.transformers.glm4_moe","test_modeling","Glm4MoeModelIntegrationTest","","","test_inference_no_attention",""
"passed","Fri May 22 17:20:49 GMT 2026","Fri May 22 17:20:49 GMT 2026","0","tests.ai_edited_test.data","test_ai_indexed_dataset","TestBestFittingDtype","","","test_boundary_returns_uint16","Test boundary value 65499 returns uint16."
"passed","Fri May 22 17:20:52 GMT 2026","Fri May 22 17:20:52 GMT 2026","11","tests.ai_edited_test.nn","test_ai_moe_deepep_layer","TestModularMoELayer","","","test_forward_traditional_moe","Test _forward_traditional_moe method directly."
"passed","Fri May 22 17:11:12 GMT 2026","Fri May 22 17:11:13 GMT 2026","728","tests.transformers.qwen2_5_vl","test_modeling","Qwen2_5_VLCompatibilityTest","","","test_Qwen2_5_VL_converter",""
"passed","Fri May 22 17:20:39 GMT 2026","Fri May 22 17:20:39 GMT 2026","0","tests.transformers","test_modeling_rope_utils","RoPEUtilsTest","","","test_standardize_rope_params_without_rope_parameters",""
"skipped","Fri May 22 17:20:55 GMT 2026","Fri May 22 17:20:55 GMT 2026","1","tests.ai_edited_test.transformers","test_ai_context_parallel_utils","TestAutoSplitSequenceDimLoadBalance","","","test_dict_input",""
"passed","Fri May 22 17:04:36 GMT 2026","Fri May 22 17:04:36 GMT 2026","15","tests.transformers.glm4v_moe","test_modeling","Glm4vMoeIntegrationTest","","","test_inference_with_attention",""
"passed","Fri May 22 17:20:40 GMT 2026","Fri May 22 17:20:40 GMT 2026","0","tests.ai_edited_test.cli","test_ai_dpo_estimate","TestCalculateAccSteps","","","test_dataset_100_1000_boundary",""
"passed","Fri May 22 17:20:48 GMT 2026","Fri May 22 17:20:48 GMT 2026","0","tests.ai_edited_test.cli","test_ai_load_hf_ckpt","TestGetHfPrefix","","","test_special_case_layer61",""
"passed","Fri May 22 17:14:53 GMT 2026","Fri May 22 17:14:53 GMT 2026","15","tests.transformers.qwen2_vl","test_video_processor","Qwen2VLVideoProcessingTest","","","test_call_paddle",""
"passed","Fri May 22 17:15:13 GMT 2026","Fri May 22 17:15:13 GMT 2026","99","tests.transformers.qwen3","test_modeling","Qwen3ModelTest","","","test_resize_tokens_embeddings",""
"passed","Fri May 22 17:20:40 GMT 2026","Fri May 22 17:20:40 GMT 2026","0","tests.ai_edited_test.cli","test_ai_dpo_trainer","TestDPOTrainerInit","","","test_valid_loss_types","Test all valid loss types in DPOTrainer."
"passed","Fri May 22 17:20:39 GMT 2026","Fri May 22 17:20:39 GMT 2026","1","tests.ai_edited_test.cli","test_ai_convert_ckpt_sft","TestIsNeedTranspose","","","test_lm_head_transpose","Test that lm_head.weight needs transpose."
"passed","Fri May 22 17:03:23 GMT 2026","Fri May 22 17:03:23 GMT 2026","0","tests.transformers.gemma3_text","test_modeling","Gemma3TextModelTest","","","test_generate_without_input_ids",""
"passed","Fri May 22 17:20:50 GMT 2026","Fri May 22 17:20:50 GMT 2026","0","tests.ai_edited_test.datasets","test_ai_convertor","TestConvertTxtData","","","test_sft_src_tgt_label_length_mismatch",""
"passed","Fri May 22 17:20:50 GMT 2026","Fri May 22 17:20:50 GMT 2026","0","tests.ai_edited_test.datasets","test_ai_rlhf_protocol","TestUnionTwoDict","","","test_same_object_no_error",""
"passed","Fri May 22 16:58:52 GMT 2026","Fri May 22 16:58:56 GMT 2026","3949","tests.dataset","test_packing","TestPacking","","","test_binpacking_multiple_samples_per_batch","With binpacking, a batch should contain multiple samples when they fit within max_seq_len."
"passed","Fri May 22 17:20:50 GMT 2026","Fri May 22 17:20:50 GMT 2026","0","tests.ai_edited_test.nn","test_ai_generation_utils","TestGetUnfinishedFlag","","","test_already_finished_stays_finished","When unfinished_flag is already False, it should remain False."
"passed","Fri May 22 17:09:14 GMT 2026","Fri May 22 17:09:14 GMT 2026","18","tests.transformers.llama","test_modeling","LlamaModelTest","","","test_llama_lm_head_model",""
"skipped","Fri May 22 17:04:29 GMT 2026","Fri May 22 17:04:29 GMT 2026","1","tests.transformers.glm4v_moe","test_modeling","Glm4vMoeModelTest","","","test_retain_grad_hidden_states_attentions",""
"passed","Fri May 22 17:15:05 GMT 2026","Fri May 22 17:15:05 GMT 2026","1","tests.transformers.qwen2moe","test_modeling","Qwen2MoeModelTest","","","test_tie_weight",""
"passed","Fri May 22 17:11:43 GMT 2026","Fri May 22 17:11:48 GMT 2026","4583","tests.transformers.qwen2_5_vl","test_processor","Qwen2_5_VLProcessorTest","","","test_image_processor",""
"passed","Fri May 22 17:04:29 GMT 2026","Fri May 22 17:04:29 GMT 2026","0","tests.transformers.glm4v_moe","test_modeling","Glm4vMoeModelTest","","","test_gqa_model",""
"passed","Fri May 22 17:20:52 GMT 2026","Fri May 22 17:20:52 GMT 2026","1","tests.ai_edited_test.nn","test_ai_sdpa_attention","TestSDPAAttentionForward","","","test_is_causal_single_token","When seq_len == 1, is_causal should be False regardless of module setting."
"passed","Fri May 22 16:58:23 GMT 2026","Fri May 22 16:58:23 GMT 2026","3","tests.dataset","test_map_datasets","TestMapSFTDatasetBasic","","","test_getitem_returns_list","__getitem__ should return a list (of Sequence objects)."
"passed","Fri May 22 17:20:41 GMT 2026","Fri May 22 17:20:41 GMT 2026","0","tests.ai_edited_test.cli","test_ai_ernie_workflow","TestUpdateModelConfigFromArgs","","","test_empty_args","Test with empty model args."
"passed","Fri May 22 17:20:49 GMT 2026","Fri May 22 17:20:49 GMT 2026","3","tests.ai_edited_test.cli","test_ai_sft_config","TestSFTConfig","","","test_default_values",""
"passed","Fri May 22 17:20:39 GMT 2026","Fri May 22 17:20:39 GMT 2026","1","tests.ai_edited_test.cli","test_ai_convert_ckpt_sft","TestPaddleNameToHfNames","","","test_expert_w2","Test expert w2 weight conversion."
"passed","Fri May 22 17:20:48 GMT 2026","Fri May 22 17:20:48 GMT 2026","0","tests.ai_edited_test.cli","test_ai_generating_args","TestGeneratingArguments","","","test_default_stream","Test default stream is True."
"passed","Fri May 22 17:20:49 GMT 2026","Fri May 22 17:20:49 GMT 2026","0","tests.ai_edited_test.datasets","test_ai_convertor","TestConvertDpoTxtData","","","test_basic_dpo_conversion",""
"passed","Fri May 22 17:20:57 GMT 2026","Fri May 22 17:20:57 GMT 2026","0","tests.ai_edited_test.utils","test_ai_initializer","TestZeros","","","test_fill_zeros",""
"passed","Fri May 22 17:20:54 GMT 2026","Fri May 22 17:20:54 GMT 2026","0","tests.ai_edited_test.trainer","test_ai_uc_utils","TestUnifiedCheckpointOption","","","test_ignore_merge_optimizer","Test ignore_merge_optimizer option."
"passed","Fri May 22 16:59:01 GMT 2026","Fri May 22 16:59:05 GMT 2026","4077","tests.dataset","test_packing","TestPacking","","","test_greedy_packing_position_ids_reset_per_sample","Each sample in a greedy-packed batch should have position_ids starting from 0."
"passed","Fri May 22 17:20:50 GMT 2026","Fri May 22 17:20:50 GMT 2026","1","tests.ai_edited_test.nn","test_ai_dpo_loss","TestCalDpoLoss","","","test_ipo_loss","Test cal_dpo_loss with ipo loss type."
"passed","Fri May 22 17:20:53 GMT 2026","Fri May 22 17:20:53 GMT 2026","1","tests.ai_edited_test.peft","test_ai_auto_lora_model","TestLoRAAutoLinear","","","test_init_default","Test LoRAAutoLinear initialization with default parameters."
"skipped","Fri May 22 16:58:12 GMT 2026","Fri May 22 16:58:12 GMT 2026","1","tests.data","test_blendable_dataset","TestToolHelpers","","","test_build_blending_indices_version_0_1_1_3",""
"passed","Fri May 22 17:20:57 GMT 2026","Fri May 22 17:20:57 GMT 2026","0","tests.ai_edited_test.utils","test_ai_initializer","TestXavierUniform","","","test_output_in_range",""
"passed","Fri May 22 17:20:52 GMT 2026","Fri May 22 17:20:52 GMT 2026","0","tests.ai_edited_test.nn","test_ai_moe_deepep_gate","TestStandardMoEGate","","","test_is_nn_layer","Test that StandardMoEGate is a subclass of nn.Layer."
"passed","Fri May 22 17:20:55 GMT 2026","Fri May 22 17:20:55 GMT 2026","1","tests.ai_edited_test.transformers","test_ai_dpo_criterion","TestDPOLoss","","","test_sigmoid_loss",""
"passed","Fri May 22 17:20:56 GMT 2026","Fri May 22 17:20:56 GMT 2026","0","tests.ai_edited_test.transformers","test_ai_transformers_attention_utils","TestConvertParamAttrToList","","","test_with_bool_true",""
"passed","Fri May 22 16:58:48 GMT 2026","Fri May 22 16:58:48 GMT 2026","1","tests.dataset","test_mix_datasets","TestInterleaveDatasetContent","","","test_interleave_under_stops_at_first_exhausted","interleave_under should stop as soon as any source is exhausted once."
"passed","Fri May 22 16:58:23 GMT 2026","Fri May 22 16:58:23 GMT 2026","3","tests.dataset","test_map_datasets","TestMapSFTDatasetBasic","","","test_is_valid_mode","is_valid=True dataset should have finite length and be iterable by index."
"passed","Fri May 22 17:20:51 GMT 2026","Fri May 22 17:20:51 GMT 2026","1","tests.ai_edited_test.nn","test_ai_moe_block","TestMoEStatics","","","test_init_expert_usage_dtype","Test that expert_usage has int64 dtype."
"passed","Fri May 22 17:20:57 GMT 2026","Fri May 22 17:20:57 GMT 2026","1","tests.ai_edited_test.utils","test_ai_initializer","TestNoGradUniform","","","test_values_in_range",""
"passed","Fri May 22 17:20:39 GMT 2026","Fri May 22 17:20:39 GMT 2026","0","tests.transformers","test_modeling_rope_utils","RoPEUtilsTest","","","test_rope_config_validation_missing_validation_func_mapping",""
"passed","Fri May 22 17:20:54 GMT 2026","Fri May 22 17:20:54 GMT 2026","0","tests.ai_edited_test.transformers","test_ai_aoa_config_base","TestMoEAOAConfigGeneratorGroupedGEMM","","","test_no_grouped_gemm_no_fd",""
"passed","Fri May 22 17:20:49 GMT 2026","Fri May 22 17:20:49 GMT 2026","0","tests.ai_edited_test.data","test_ai_data_collator","TestPaddleDefaultDataCollator","","","test_string_values_excluded","Test that string values are excluded from batch."
"passed","Fri May 22 17:20:51 GMT 2026","Fri May 22 17:20:51 GMT 2026","2","tests.ai_edited_test.nn","test_ai_moe_all_gather","TestAlltoAllSmart","","","test_forward_with_multi_experts","Test forward with multiple local experts."
"passed","Fri May 22 17:14:55 GMT 2026","Fri May 22 17:14:56 GMT 2026","1724","tests.transformers.qwen2_vl","test_vision_process","TestQwenVisionProcessing","","","test_fetch_video_with_paddlecodec","Test fetch_video(default with frame list) function using paddlecodec backend."
"passed","Fri May 22 17:20:51 GMT 2026","Fri May 22 17:20:51 GMT 2026","1","tests.ai_edited_test.nn","test_ai_moe_block","TestMoEStatics","","","test_init_is_distributed","Test that e_score_correction_bias.is_distributed is True."
"passed","Fri May 22 17:09:18 GMT 2026","Fri May 22 17:09:18 GMT 2026","0","tests.transformers.llama","test_modeling","LlamaModelIntegrationTest","","","test_model_from_pretrained_paddle_hub",""
"passed","Fri May 22 17:20:50 GMT 2026","Fri May 22 17:20:50 GMT 2026","0","tests.ai_edited_test.datasets","test_ai_formatter","TestStringFormatter","","","test_apply_non_string_value_with_placeholder","StringFormatter raises RuntimeError when applying non-string value to placeholder."
"passed","Fri May 22 17:20:40 GMT 2026","Fri May 22 17:20:40 GMT 2026","1","tests.ai_edited_test.cli","test_ai_dpo_trainer","TestDisableDropoutInModel","","","test_multiple_dropout_layers",""
"passed","Fri May 22 17:20:51 GMT 2026","Fri May 22 17:20:51 GMT 2026","1","tests.ai_edited_test.nn","test_ai_loss_utils","TestCalcLMHeadLogits","","","test_calc_lm_head_logits_with_bias","calc_lm_head_logits should pass bias to parallel_matmul."
"passed","Fri May 22 17:20:40 GMT 2026","Fri May 22 17:20:40 GMT 2026","2","tests.ai_edited_test.cli","test_ai_deepseek_v3_config","TestDeepseekV2FastConfig","","","test_num_key_value_heads_backward_compatibility","Test that num_key_value_heads defaults to num_attention_heads when None."
"passed","Fri May 22 17:20:51 GMT 2026","Fri May 22 17:20:51 GMT 2026","1","tests.ai_edited_test.nn","test_ai_generation_utils","TestGetUnfinishedFlag","","","test_single_eos_token_not_finished","When last token is not eos, unfinished_flag should remain True."
"passed","Fri May 22 17:20:51 GMT 2026","Fri May 22 17:20:51 GMT 2026","1","tests.ai_edited_test.nn","test_ai_lm_head","TestLMHead","","","test_lm_head_init_with_bias","LMHead with bias should create a bias parameter."
"passed","Fri May 22 17:20:57 GMT 2026","Fri May 22 17:20:57 GMT 2026","0","tests.ai_edited_test.utils","test_ai_image_utils","TestBbox","","","test_union",""
"passed","Fri May 22 17:20:50 GMT 2026","Fri May 22 17:20:50 GMT 2026","0","tests.ai_edited_test.nn","test_ai_general","TestGeneralInterface","","","test_len_with_overlap","__len__ should not double-count overlapping keys."
"passed","Fri May 22 17:20:40 GMT 2026","Fri May 22 17:20:40 GMT 2026","0","tests.ai_edited_test.cli","test_ai_deepseek_v3_moe_utils","TestUnpermuteFast","","","test_unpermute_drop_and_pad_not_supported","Test that drop_and_pad=True raises assertion."
"passed","Fri May 22 17:20:53 GMT 2026","Fri May 22 17:20:53 GMT 2026","2","tests.ai_edited_test.nn","test_ai_topk_gate","TestTopKGateGetCapacity","","","test_custom_cap_factor","Test capacity with custom cap_factor."
"skipped","Fri May 22 17:20:56 GMT 2026","Fri May 22 17:20:56 GMT 2026","0","tests.ai_edited_test.utils","test_ai_aistudio_download","TestGetToken","","","test_env_token_takes_priority",""
"passed","Fri May 22 17:20:51 GMT 2026","Fri May 22 17:20:51 GMT 2026","0","tests.ai_edited_test.nn","test_ai_kto_loss","TestKtoPreprocessInputs","","","test_tuple_logits_length_4","Test that tuple logits with length 4 are unpacked correctly."
"passed","Fri May 22 17:20:50 GMT 2026","Fri May 22 17:20:50 GMT 2026","0","tests.ai_edited_test.nn","test_ai_embedding","TestEmbedding","","","test_get_embedding_type_multi_gpu","get_embedding_type should return 'vocab_parallel' for tp_size>1."
"passed","Fri May 22 17:09:01 GMT 2026","Fri May 22 17:09:13 GMT 2026","12063","tests.transformers.kimi_k25","test_processor","KimiK25ProcessorTest","","","test_video_frame_sampling",""
"skipped","Fri May 22 17:20:56 GMT 2026","Fri May 22 17:20:56 GMT 2026","1","tests.ai_edited_test.utils","test_ai_download_common","TestRaiseForStatus","","","test_400_raises_bad_request",""
"passed","Fri May 22 17:18:58 GMT 2026","Fri May 22 17:18:58 GMT 2026","13","tests.transformers.qwen3_vl","test_video_processor","Qwen3VLVideoProcessingTest","","","test_call_paddle","
        Tests processing Paddle tensor inputs.
        "
"passed","Fri May 22 17:13:01 GMT 2026","Fri May 22 17:13:03 GMT 2026","1790","tests.transformers.qwen2_5_vl","test_processor","Qwen2_5_VLProcessorTest","","","test_unstructured_kwargs_video",""
"passed","Fri May 22 17:20:39 GMT 2026","Fri May 22 17:20:39 GMT 2026","1","tests.ai_edited_test.cli","test_ai_convert_ckpt_sft","TestPaddleNameToHfNames","","","test_norm_weight","Test conversion of norm weight."
"passed","Fri May 22 17:02:24 GMT 2026","Fri May 22 17:02:24 GMT 2026","0","tests.transformers.ernie4_5","test_modeling","Ernie4_5ModelIntegrationTest","","","test_model_from_pretrained_paddle_hub",""
